timestamp,price,ribbon_state,MMA5_value,MMA5_color,MMA5_intensity,MMA10_value,MMA10_color,MMA10_intensity,MMA15_value,MMA15_color,MMA15_intensity,MMA20_value,MMA20_color,MMA20_intensity,MMA25_value,MMA25_color,MMA25_intensity,MMA30_value,MMA30_color,MMA30_intensity,MMA35_value,MMA35_color,MMA35_intensity,MMA40_value,MMA40_color,MMA40_intensity,MMA45_value,MMA45_color,MMA45_intensity,MMA50_value,MMA50_color,MMA50_intensity,MMA55_value,MMA55_color,MMA55_intensity,MMA60_value,MMA60_color,MMA60_intensity,MMA65_value,MMA65_color,MMA65_intensity,MMA70_value,MMA70_color,MMA70_intensity,MMA75_value,MMA75_color,MMA75_intensity,MMA80_value,MMA80_color,MMA80_intensity,MMA85_value,MMA85_color,MMA85_intensity,MMA90_value,MMA90_color,MMA90_intensity,MMA100_value,MMA100_color,MMA100_intensity,MMA105_value,MMA105_color,MMA105_intensity,MMA110_value,MMA110_color,MMA110_intensity,MMA115_value,MMA115_color,MMA115_intensity,MMA120_value,MMA120_color,MMA120_intensity,MMA125_value,MMA125_color,MMA125_intensity,MMA130_value,MMA130_color,MMA130_intensity,MMA135_value,MMA135_color,MMA135_intensity,MMA140_value,MMA140_color,MMA140_intensity,MMA145_value,MMA145_color,MMA145_intensity
2025-10-16T21:34:01.509942,3831.2,all_red,3846.50,red,dark,3855.78,red,dark,3862.90,red,dark,3869.31,red,dark,3875.41,red,dark,3887.10,red,dark,3898.08,red,dark,3903.21,yellow,normal,3908.07,red,dark,3912.64,red,dark,3916.94,red,dark,3920.97,red,dark,3924.74,red,dark,3929.93,red,dark,3934.64,red,dark,3937.53,red,dark,3940.25,red,dark,3944.03,red,dark,3951.70,yellow,normal,3956.41,red,dark,3960.63,red,dark,3964.47,red,dark,3967.99,red,dark,3971.25,red,dark,3974.31,red,dark,3977.18,red,dark,3979.89,red,dark,3984.93,red,dark
2025-10-16T21:34:12.592878,3831.2,all_red,3846.50,red,dark,3855.78,red,dark,3862.90,red,dark,3869.31,red,dark,3875.41,red,dark,3887.10,red,dark,3898.08,red,dark,3903.21,yellow,normal,3908.07,red,dark,3912.64,red,dark,3916.94,red,dark,3920.97,red,dark,3924.74,red,dark,3929.93,red,dark,3934.64,red,dark,3937.53,red,dark,3940.25,red,dark,3944.03,red,dark,3951.70,yellow,normal,3956.41,red,dark,3960.63,red,dark,3964.47,red,dark,3967.99,red,dark,3971.25,red,dark,3974.31,red,dark,3977.18,red,dark,3979.89,red,dark,3984.93,red,dark
2025-10-16T21:34:23.491751,3829.85,all_red,3846.50,red,dark,3855.78,red,dark,3862.90,red,dark,3869.31,red,dark,3875.41,red,dark,3887.10,red,dark,3898.08,red,dark,3903.21,yellow,normal,3908.07,red,dark,3912.64,red,dark,3916.94,red,dark,3920.97,red,dark,3924.74,red,dark,3929.93,red,dark,3934.64,red,dark,3937.53,red,dark,3940.25,red,dark,3944.03,red,dark,3951.70,yellow,normal,3956.41,red,dark,3960.63,red,dark,3964.47,red,dark,3967.99,red,dark,3971.25,red,dark,3974.31,red,dark,3977.18,red,dark,3979.89,red,dark,3984.93,red,dark
2025-10-16T21:34:34.373699,3826.25,all_red,3846.50,red,dark,3855.78,red,dark,3862.90,red,dark,3869.31,red,dark,3875.41,red,dark,3887.10,red,dark,3898.08,red,dark,3903.21,yellow,normal,3908.07,red,dark,3912.64,red,dark,3916.94,red,dark,3920.97,red,dark,3924.74,red,dark,3929.93,red,dark,3934.64,red,dark,3937.53,red,dark,3940.25,red,dark,3944.03,red,dark,3951.70,yellow,normal,3956.41,red,dark,3960.63,red,dark,3964.47,red,dark,3967.99,red,dark,3971.25,red,dark,3974.31,red,dark,3977.18,red,dark,3979.89,red,dark,3984.93,red,dark
2025-10-16T21:34:45.357403,3825.55,all_red,3843.41,red,dark,3853.93,red,dark,3861.57,red,dark,3868.28,red,dark,3874.56,red,dark,3886.48,red,dark,3897.59,red,dark,3902.77,yellow,normal,3907.66,red,dark,3912.27,red,dark,3916.60,red,dark,3920.65,red,dark,3924.44,red,dark,3929.66,red,dark,3934.39,red,dark,3937.29,red,dark,3940.02,red,dark,3943.81,red,dark,3951.52,yellow,normal,3956.24,red,dark,3960.48,red,dark,3964.33,red,dark,3967.86,red,dark,3971.13,red,dark,3974.19,red,dark,3977.07,red,dark,3979.79,red,dark,3984.84,red,dark
2025-10-16T21:34:56.360212,3825.75,all_red,3841.34,red,dark,3852.69,red,dark,3860.68,red,dark,3867.59,red,dark,3874.00,red,dark,3886.07,red,dark,3897.26,red,dark,3902.47,yellow,normal,3907.39,red,dark,3912.03,red,dark,3916.37,red,dark,3920.43,red,dark,3924.24,red,dark,3929.48,red,dark,3934.22,red,dark,3937.13,red,dark,3939.87,red,dark,3943.67,red,dark,3951.39,yellow,normal,3956.13,red,dark,3960.38,red,dark,3964.23,red,dark,3967.77,red,dark,3971.05,red,dark,3974.11,red,dark,3977.00,red,dark,3979.72,red,dark,3984.78,red,dark
2025-10-16T21:35:07.308294,3833.35,all_red,3843.49,red,dark,3853.98,red,dark,3861.61,red,dark,3868.31,red,dark,3874.59,red,dark,3886.50,red,dark,3897.60,red,dark,3902.78,yellow,normal,3907.67,red,dark,3912.28,red,dark,3916.61,red,dark,3920.66,red,dark,3924.44,red,dark,3929.67,red,dark,3934.39,red,dark,3937.30,red,dark,3940.03,red,dark,3943.82,red,dark,3951.52,yellow,normal,3956.25,red,dark,3960.48,red,dark,3964.33,red,dark,3967.86,red,dark,3971.13,red,dark,3974.19,red,dark,3977.07,red,dark,3979.79,red,dark,3984.84,red,dark
2025-10-16T21:35:18.293467,3834.45,all_red,3843.49,red,dark,3853.98,red,dark,3861.61,red,dark,3868.31,red,dark,3874.59,red,dark,3886.50,red,dark,3897.60,red,dark,3902.78,yellow,normal,3907.67,red,dark,3912.28,red,dark,3916.61,red,dark,3920.66,red,dark,3924.44,red,dark,3929.67,red,dark,3934.39,red,dark,3937.30,red,dark,3940.03,red,dark,3943.82,red,dark,3951.52,yellow,normal,3956.25,red,dark,3960.48,red,dark,3964.33,red,dark,3967.86,red,dark,3971.13,red,dark,3974.19,red,dark,3977.07,red,dark,3979.79,red,dark,3984.84,red,dark
2025-10-16T21:35:29.600813,3837.55,all_red,3843.49,red,dark,3853.98,red,dark,3861.61,red,dark,3868.31,red,dark,3874.59,red,dark,3886.50,red,dark,3897.60,red,dark,3902.78,yellow,normal,3907.67,red,dark,3912.28,red,dark,3916.61,red,dark,3920.66,red,dark,3924.44,red,dark,3929.67,red,dark,3934.39,red,dark,3937.30,red,dark,3940.03,red,dark,3943.82,red,dark,3951.52,yellow,normal,3956.25,red,dark,3960.48,red,dark,3964.33,red,dark,3967.86,red,dark,3971.13,red,dark,3974.19,red,dark,3977.07,red,dark,3979.79,red,dark,3984.84,red,dark
2025-10-16T21:35:40.728198,3835.65,all_red,3843.49,red,dark,3853.98,red,dark,3861.61,red,dark,3868.31,red,dark,3874.59,red,dark,3886.50,red,dark,3897.60,red,dark,3902.78,yellow,normal,3907.67,red,dark,3912.28,red,dark,3916.61,red,dark,3920.66,red,dark,3924.44,red,dark,3929.67,red,dark,3934.39,red,dark,3937.30,red,dark,3940.03,red,dark,3943.82,red,dark,3951.52,yellow,normal,3956.25,red,dark,3960.48,red,dark,3964.33,red,dark,3967.86,red,dark,3971.13,red,dark,3974.19,red,dark,3977.07,red,dark,3979.79,red,dark,3984.84,red,dark
